H1,אָב
G3492,ναύτης
G3493,Ναχώρ
G3494,νεανίας
G3495,νεανίσκος
G3496,Νεάπολις
G3497,Νεεμάν
G3498,νεκρός
G3499,νεκρόω
G3500,νέκρωσις
G3501,νέος
G3502,νεοσσός
G3503,νεότης
G3504,νεόφυτος
G3505,Νέρων
G3506,νεύω
G3507,νεφέλη
G3508,Νεφθαλείμ
G3509,νέφος
G3510,νεφρός
G3511,νεωκόρος
G3512,νεωτέρικος
G3513,νή
G3514,νήθω
G3515,νηπιάζω
G3516,νήπιος
G3517,Νηρεύς
G3518,Νηρί
G3519,νησίον
G3520,νῆσος
G3521,νηστεία
G3522,νηστεύω
G3523,νήστις
G3524,νηφάλεος
G3525,νήφω
G3526,Νίγερ
G3527,Νικάνωρ
G3528,νικάω
G3529,νίκη
G3530,Νικόδημος
G3531,Νικολαΐτης
G3532,Νικόλαος
G3533,Νικόπολις
G3534,νίκος
G3535,Νινευΐ
G3536,Νινευΐτης
G3537,νιπτήρ
G3538,νίπτω
G3539,νοιέω
G3540,νόημα
G3541,νόθος
G3542,νομή
G3543,νομίζω
G3544,νομικός
G3545,νομίμως
G3546,νόμισμα
G3547,νομοδιδάσκαλος
G3548,νομοθεσία
G3549,νομοθετέω
G3550,νομοθέτης
G3551,νόμος
G3552,νοσέω
G3553,νόσημα
G3554,νόσος
G3555,νοσσιά
G3556,νοσσίον
G3557,νοσφίζομαι
G3558,νότος
G3559,νουθεσία
G3560,νουθετέω
G3561,νουμηνία
G3562,νουνεχῶς
G3563,νοῦς
G3564,Νυμφᾶς
G3565,νύμφη
G3566,νυμφίος
G3567,νυμφών
G3568,νῦν
G3569,τανῦν
G3570,νυνί
G3571,νύξ
G3572,νύσσω
G3573,νυστάζω
G3574,νυχθήμερον
G3575,Νῶε
G3576,νωθρός
G3577,νῶτος
G3578,ξενία
G3579,ξενίζω
G3580,ξενοδοχέω
G3581,ξένος
G3582,ξέστης
G3583,ξηραίνω
G3584,ξηρός
G3585,ξύλινος
G3586,ξύλον
G3587,ξυράω
G3588,ὁ
G3589,ὀγδοήκοντα
G3590,ὄγδοος
G3591,ὄγκος
G3592,ὅδε
G3593,ὁδεύω
G3594,ὁδηγέω
G3595,ὁδηγός
G3596,ὁδοιπορέω
G3597,ὁδοιπορία
G3598,ὁδός
G3599,ὀδούς
G3600,ὀδυνάω
G3601,ὀδύνη
G3602,ὀδυρμός
G3603,ὅ ἐστί
G3604,Ὀζίας
G3605,ὄζω
G3606,ὅθεν
G3607,ὀθόνη
G3608,ὀθόνιον
G3609,οἰκεῖος
G3610,οἰκέτης
G3611,οἰκέω
G3612,οἴκημα
G3613,οἰκητήριον
G3614,οἰκία
G3615,οἰκιακός
G3616,οἰκοδεσποτέω
G3617,οἰκοδεσπότης
G3618,οἰκοδομέω
G3619,οἰκοδομή
G3620,οἰκοδομία
G3621,οἰκονομέω
G3622,οἰκονομία
G3623,οἰκονόμος
G3624,οἶκος
G3625,οἰκουμένη
G3626,οἰκουρός
G3627,οἰκτείρω
G3628,οἰκτιρμός
G3629,οἰκτίρμων
G3630,οἰνοπότης
G3631,οἶνος
G3632,οἰνοφλυγία
G3633,οἴομαι
G3634,οἷος
G3635,ὀκνέω
G3636,ὀκνηρός
G3637,ὀκταήμερος
G3638,ὀκτώ
G3639,ὄλεθρος
G3640,ὀλιγόπιστος
G3641,ὀλίγος
G3642,ὀλιγόψυχος
G3643,ὀλιγωρέω
G3644,ὀλοθρευτής
G3645,ὀλοθρεύω
G3646,ὁλοκαύτωμα
G3647,ὁλοκληρία
G3648,ὁλόκληρος
G3649,ὀλολύζω
G3650,ὅλος
G3651,ὁλοτελής
G3652,Ὀλυμπᾶς
G3653,ὄλυνθος
G3654,ὅλως
G3655,ὄμβρος
G3656,ὁμιλέω
G3657,ὁμιλία
G3658,ὅμιλος
G3659,ὄμμα
G3660,ὀμνύω
G3661,ὁμοθυμαδόν
G3662,ὁμοιάζω
G3663,ὁμοιοπαθής
G3664,ὅμοιος
G3665,ὁμοιότης
G3666,ὁμοιόω
G3667,ὁμοίωμα
G3668,ὁμοίως
G3669,ὁμοίωσις
G3670,ὁμολογέω
G3671,ὁμολογία
G3672,ὁμολογουμένως
G3673,ὁμότεχνος
G3674,ὁμοῦ
G3675,ὁμόφρων
G3676,ὅμως
G3677,ὄναρ
G3678,ὀνάριον
G3679,ὀνειδίζω
G3680,ὀνειδισμός
G3681,ὄνειδος
G3682,Ὀνήσιμος
G3683,Ὀνησίφορος
G3684,ὀνικός
G3685,ὀνίνημι
G3686,ὄνομα
G3687,ὀνομάζω
G3688,ὄνος
G3689,ὄντως
G3690,ὄξος
G3691,ὀξύς
G3692,ὀπή
G3693,ὄπισθεν
G3694,ὀπίσω
G3695,ὁπλίζω
G3696,ὅπλον
G3697,ὁποῖος
G3698,ὁπότε
G3699,ὅπου
G3700,ὀπτάνομαι
G3701,ὀπτασία
G3702,ὀπτός
G3703,ὀπώρα
G3704,ὅπως
G3705,ὅραμα
G3706,ὅρασις
G3707,ὁρατός
G3708,ὁράω
G3709,ὀργή
G3710,ὀργίζω
G3711,ὀργίλος
G3712,ὀργυιά
G3713,ὀρέγομαι
G3714,ὀρεινός
G3715,ὄρεξις
G3716,ὀρθοποδέω
G3717,ὀρθός
G3718,ὀρθοτομέω
G3719,ὀρθρίζω
G3720,ὀρθρινός
G3721,ὄρθριος
G3722,ὄρθρος
G3723,ὀρθῶς
G3724,ὁρίζω
G3725,ὅριον
G3726,ὁρκίζω
G3727,ὅρκος
G3728,ὁρκωμοσία
G3729,ὁρμάω
G3730,ὁρμή
G3731,ὅρμημα
G3732,ὄρνεον
G3733,ὄρνις
G3734,ὁροθεσία
G3735,ὄρος
G3736,ὀρύσσω
G3737,ὀρφανός
G3738,ὠρχέομαι
G3739,ὅς
G3740,ὁσάκις
G3741,ὅσιος
G3742,ὁσιότης
G3743,ὁσίως
G3744,ὀσμή
G3745,ὅσος
G3746,ὅσπερ
G3747,ὀστέον
G3748,ὅστις
G3749,ὀστράκινος
G3750,ὄσφρησις
G3751,ὀσφύς
G3752,ὅταν
G3753,ὅτε
G3754,ὅτι
G3755,ὅτου
G3756,οὐ
G3757,οὗ
G3758,οὐά
G3759,οὐαί
G3760,οὐδαμῶς
G3761,οὐδέ
G3762,οὐδείς
G3763,οὐδέποτε
G3764,οὐδέπω
G3765,οὐκέτι
G3766,οὐκοῦν
G3767,οὖν
G3768,οὔπω
G3769,οὐρά
G3770,οὐράνιος
G3771,οὐρανόθεν
G3772,οὐρανός
G3773,Οὐρβανός
G3774,Οὐρίας
G3775,οὖς
G3776,οὐσία
G3777,οὔτε
G3778,οὗτος
G3779,οὕτω
G3780,οὐχί
G3781,ὀφειλέτης
G3782,ὀφειλή
G3783,ὀφείλημα
G3784,ὀφείλω
G3785,ὄφελον
G3786,ὄφελος
G3787,ὀφθαλμοδουλεία
G3788,ὀφθαλμός
G3789,ὄφις
G3790,ὀφρύς
G3791,ὀχλέω
G3792,ὀχλοποιέω
G3793,ὄχλος
G3794,ὀχύρωμα
G3795,ὀψάριον
G3796,ὀψέ
G3797,ὄψιμος
G3798,ὄψιος
G3799,ὄψις
G3800,ὀψώνιον
G3801,ὅ ὤν
G3802,παγιδεύω
G3803,παγίς
G3804,πάθημα
G3805,παθητός
G3806,πάθος
G3807,παιδαγωγός
G3808,παιδάριον
G3809,παιδεία
G3810,παιδευτής
G3811,παιδεύω
G3812,παιδιόθεν
G3813,παιδίον
G3814,παιδίσκη
G3815,παίζω
G3816,παῖς
G3817,παίω
G3818,Πακατιανή
G3819,πάλαι
G3820,παλαιός
G3821,παλαιότης
G3822,παλαιόω
G3823,πάλη
G3824,παλιγγενεσία
G3825,πάλιν
G3826,παμπληθεί
G3827,πάμπολυς
G3828,Παμφυλία
G3829,πανδοχεῖον
G3830,πανδοχεύς
G3831,πανήγυρις
G3832,πανοικί
G3833,πανοπλία
G3834,πανουργία
G3835,πανοῦργος
G3836,πανταχόθεν
G3837,πανταχοῦ
G3838,παντελής
G3839,πάντη
G3840,παντόθεν
G3841,παντοκράτωρ
G3842,πάντοτε
G3843,πάντως
G3844,παρά
G3845,παραβαίνω
G3846,παραβάλλω
G3847,παράβασις
G3848,παραβάτης
G3849,παραβιάζομαι
G3850,παραβολή
G3851,παραβουλεύομαι
G3852,παραγγελία
G3853,παραγγέλλω
G3854,παραγίνομαι
G3855,παράγω
G3856,παραδειγματίζω
G3857,παράδεισος
G3858,παραδέχομαι
G3859,παραδιατριβή
G3860,παραδίδωμι
G3861,παράδοξος
G3862,παράδοσις
G3863,παραζηλόω
G3864,παραθαλάσσιος
G3865,παραθεωρέω
G3866,παραθήκη
G3867,παραινέω
G3868,παραιτέομαι
G3869,παρακαθίζω
G3870,παρακαλέω
G3871,παρακαλύπτω
G3872,παρακαταθήκη
G3873,παράκειμαι
G3874,παράκλησις
G3875,παράκλητος
G3876,παρακοή
G3877,παρακολουθέω
G3878,παρακούω
G3879,παρακύπτω
G3880,παραλαμβάνω
G3881,παραλέγομαι
G3882,παράλιος
G3883,παραλλαγή
G3884,παραλογίζομαι
G3885,παραλυτικός
G3886,παραλύω
G3887,παραμένω
G3888,παραμυθέομαι
G3889,παραμυθία
G3890,παραμύθιον
G3891,παρανομέω
G3892,παρανομία
G3893,παραπικραίνω
G3894,παραπικρασμός
G3895,παραπίπτω
G3896,παραπλέω
G3897,παραπλήσιον
G3898,παραπλησίως
G3899,παραπορεύομαι
G3900,παράπτωμα
G3901,παραρῥυέω
G3902,παράσημος
G3903,παρασκευάζω
G3904,παρασκευή
G3905,παρατείνω
G3906,παρατηρέω
G3907,παρατήρησις
G3908,παρατίθημι
G3909,παρατυγχάνω
G3910,παραυτίκα
G3911,παραφέρω
G3912,παραφρονέω
G3913,παραφρονία
G3914,παραχειμάζω
G3915,παραχειμασία
G3916,παραχρῆμα
G3917,πάρδαλις
G3918,πάρειμι
G3919,παρεισάγω
G3920,παρείσακτος
G3921,παρεισδύνω
G3922,παρεισέρχομαι
G3923,παρεισφέρω
G3924,παρεκτός
G3925,παρεμβολή
G3926,παρενοχλέω
G3927,παρεπίδημος
G3928,παρέρχομαι
G3929,πάρεσις
G3930,παρέχω
G3931,παρηγορία
G3932,παρθενία
G3933,παρθένος
G3934,Πάρθος
G3935,παρίημι
G3936,παρίστημι
G3937,Παρμενᾶς
G3938,πάροδος
G3939,παροικέω
G3940,παροικία
G3941,πάροικος
G3942,παροιμία
G3943,πάροινος
G3944,παροίχομαι
G3945,παρομοιάζω
G3946,παρόμοιος
G3947,παροξύνω
G3948,παροξυσμός
G3949,παροργίζω
G3950,παροργισμός
G3951,παροτρύνω
G3952,παρουσία
G3953,παροψίς
G3954,παρῥησία
G3955,παρῥησιάζομαι
G3956,πᾶς
G3957,πάσχα
G3958,πάσχω
G3959,Πάταρα
G3960,πατάσσω
G3961,πατέω
G3962,πατήρ
G3963,Πάτμος
G3964,πατραλῴας
G3965,πατριά
G3966,πατριάρχης
G3967,πατρικός
G3968,πατρίς
G3969,Πατρόβας
G3970,πατροπαράδοτος
G3971,πατρῷος
G3972,Παῦλος
G3973,παύω
G3974,Πάφος
G3975,παχύνω
G3976,πέδη
G3977,πεδινός
G3978,πεζεύω
G3979,πεζῇ
G3980,πειθαρχέω
G3981,πειθός
G3982,πείθω
G3983,πεινάω
G3984,πεῖρα
G3985,πειράζω
G3986,πειρασμός
G3987,πειράω
G3988,πεισμονή
G3989,πέλαγος
G3990,πελεκίζω
G3991,πέμπτος
G3992,πέμπω
G3993,πένης
G3994,πενθερά
G3995,πενθερός
G3996,πενθέω
G3997,πένθος
G3998,πενιχρός
G3999,πεντάκις
G4000,πεντακισχίλιοι
G4001,πεντακόσιοι
G4002,πέντε
G4003,πεντεκαιδέκατος
G4004,πεντήκοντα
G4005,πεντηκοστή
G4006,πεποίθησις
G4007,πέρ
G4008,πέραν
G4009,πέρας
G4010,Πέργαμος
G4011,Πέργη
G4012,περί
G4013,περιάγω
G4014,περιαιρέω
G4015,περιαστράπτω
G4016,περιβάλλω
G4017,περιβλέπω
G4018,περιβόλαιον
G4019,περιδέω
G4020,περιεργάζομαι
G4021,περίεργος
G4022,περιέρχομαι
G4023,περιέχω
G4024,περιζώννυμι
G4025,περίθεσις
G4026,περιΐστημι
G4027,περικάθαρμα
G4028,περικαλύπτω
G4029,περίκειμαι
G4030,περικεφαλαία
G4031,περικρατής
G4032,περικρύπτω
G4033,περικυκλόω
G4034,περιλάμπω
G4035,περιλείπω
G4036,περίλυπος
G4037,περιμένω
G4038,πέριξ
G4039,περιοικέω
G4040,περίοικος
G4041,περιούσιος
G4042,περιοχή
G4043,περιπατέω
G4044,περιπείρω
G4045,περιπίπτω
G4046,περιποιέομαι
G4047,περιποίησις
G4048,περιρῥήγνυμι
G4049,περισπάω
G4050,περισσεία
G4051,περίσσευμα
G4052,περισσεύω
G4053,περισσός
G4054,περισσότερον
G4055,περισσότερος
G4056,περισσοτέρως
G4057,περισσῶς
G4058,περιστερά
G4059,περιτέμνω
G4060,περιτίθημι
G4061,περιτομή
G4062,περιτρέπω
G4063,περιτρέχω
G4064,περιφέρω
G4065,περιφρονέω
G4066,περίχωρος
G4067,περίψωμα
G4068,περπερεύομαι
G4069,Περσίς
G4070,πέρυσι
G4071,πετεινόν
G4072,πέτομαι
G4073,πέτρα
G4074,Πέτρος
G4075,πετρώδης
G4076,πήγανον
G4077,πηγή
G4078,πήγνυμι
G4079,πηδάλιον
G4080,πηλίκος
G4081,πηλός
G4082,πήρα
G4083,πῆχυς
G4084,πιάζω
G4085,πιέζω
G4086,πιθανολογία
G4087,πικραίνω
G4088,πικρία
G4089,πικρός
G4090,πικρῶς
G4091,Πιλάτος
G4092,πίμπρημι
G4093,πινακίδιον
G4094,πίναξ
G4095,πίνω
G4096,πιότης
G4097,πιπράσκω
G4098,πίπτω
G4099,Πισιδία
G4100,πιστεύω
G4101,πιστικός
G4102,πίστις
G4103,πιστός
G4104,πιστόω
G4105,πλανάω
G4106,πλάνη
G4107,πλανήτης
G4108,πλάνος
G4109,πλάξ
G4110,πλάσμα
G4111,πλάσσω
G4112,πλαστός
G4113,πλατεῖα
G4114,πλάτος
G4115,πλατύνω
G4116,πλατύς
G4117,πλέγμα
G4118,πλεῖστος
G4119,πλείων
G4120,πλέκω
G4121,πλεονάζω
G4122,πλεονεκτέω
G4123,πλεονέκτης
G4124,πλεονεξία
G4125,πλευρά
G4126,πλέω
G4127,πληγή
G4128,πλήθος
G4129,πληθύνω
G4130,πλήθω
G4131,πλήκτης
G4132,πλημμύρα
G4133,πλήν
G4134,πλήρης
G4135,πληροφορέω
G4136,πληροφορία
G4137,πληρόω
G4138,πλήρωμα
G4139,πλησίον
G4140,πλησμονή
G4141,πλήσσω
G4142,πλοιάριον
G4143,πλοῖον
G4144,πλόος
G4145,πλούσιος
G4146,πλουσίως
G4147,πλουτέω
G4148,πλουτίζω
G4149,πλοῦτος
G4150,πλύνω
G4151,πνεῦμα
G4152,πνευματικός
G4153,πνευματικῶς
G4154,πνέω
G4155,πνίγω
G4156,πνικτός
G4157,πνοή
G4158,ποδήρης
G4159,πόθεν
G4160,ποιέω
G4161,ποίημα
G4162,ποίησις
G4163,ποιητής
G4164,ποικίλος
G4165,ποιμαίνω
G4166,ποιμήν
G4167,ποίμνη
G4168,ποίμνιον
G4169,ποῖος
G4170,πολεμέω
G4171,πόλεμος
G4172,πόλις
G4173,πολιτάρχης
G4174,πολιτεία
G4175,πολίτευμα
G4176,πολιτεύομαι
G4177,πολίτης
G4178,πολλάκις
G4179,πολλαπλασίων
G4180,πολυλογία
G4181,πολυμερῶς
G4182,πολυποίκιλος
G4183,πολύς
G4184,πολύσπλαγχνος
G4185,πολυτελής
G4186,πολύτιμος
G4187,πολυτρόπως
G4188,πόμα
G4189,πονηρία
G4190,πονηρός
G4191,πονηρότερος
G4192,πόνος
G4193,Ποντικός
G4194,Πόντιος
G4195,Πόντος
G4196,Πόπλιος
G4197,πορεία
G4198,πορεύομαι
G4199,πορθέω
G4200,πορισμός
G4201,Πόρκιος
G4202,πορνεία
G4203,πορνεύω
G4204,πόρνη
G4205,πόρνος
G4206,πόρῥω
G4207,πόρῥωθεν
G4208,πορῥωτέρω
G4209,πορφύρα
G4210,πορφυροῦς
G4211,πορφυρόπωλις
G4212,ποσάκις
G4213,πόσις
G4214,πόσος
G4215,ποταμός
G4216,ποταμοφόρητος
G4217,ποταπός
G4218,ποτέ
G4219,πότε
G4220,πότερον
G4221,ποτήριον
G4222,ποτίζω
G4223,Ποτίολοι
G4224,πότος
G4225,πού
G4226,ποῦ
G4227,Πούδης
G4228,πούς
G4229,πρᾶγμα
G4230,πραγματεία
G4231,πραγματεύομαι
G4232,πραιτώριον
G4233,πράκτωρ
G4234,πρᾶξις
G4235,πρᾷος
G4236,πρᾳότης
G4237,πρασιά
G4238,πράσσω
G4239,πραΰς
G4240,πραΰτης
G4241,πρέπω
G4242,πρεσβεία
G4243,πρεσβεύω
G4244,πρεσβυτέριον
G4245,πρεσβύτερος
G4246,πρεσβύτης
G4247,πρεσβύτις
G4248,πρηνής
G4249,πρίζω
G4250,πρίν
G4251,Πρίσκα
G4252,Πρίσκιλλα
G4253,πρό
G4254,προάγω
G4255,προαιρέομαι
G4256,προαιτιάομαι
G4257,προακούω
